"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"11",5.42476477097196,3.94134160010574,3.43227594549006,3.61125081380208,2.34418851835234,3.23818549424588,2.46421208213921,2.25163167317708,2.47202315984988,3.1523026899858,3.73242386798469,3.57797615988213,2.80578241493496,4.88955605996622,3.35516755477242,4.05567556187726,4.43221659055898,3.94102783203125
"12",6.35482398692507,4.15935901857512,4.23571582964272,3.81930327833745,4.65370196174173,2.95238786498552,3.51069812900973,3.17546542855196,3.91097580177197,3.35476212935014,5.0746085030692,4.4056403750465,3.90393217483369,5.81465590846995,4.11424491075965,3.83626004350864,4.15836515358026,3.43356183619281
"13",6.35482398692507,3.5536976669655,3.28857913627444,3.29413030011013,7.42983982705662,3.42809316729972,2.40300352677055,3.02748644029772,2.57949184363996,2.83526285412242,5.35206527709961,2.69932072799398,3.06529235839844,5.48597606128415,0,2.84271907806396,3.12019092251795,3.20658483055874
"14",6.35482398692507,3.9696936544861,3.28857913627444,3.29413030011013,4.24918746948242,4.45656331380208,3.6965491492469,3.43999189897017,2.75935508109428,2.6452263893165,4.74532173775338,4.11312164657417,3.53306085759943,5.39003011435945,3.22148634859188,4.57272868813155,4.42313770967371,3.3014982983582
"15",5.42476477097196,4.07897155999684,3.27848553505673,3.57176005045573,3.4906744541266,3.24968397352431,2.69495961363886,2.27719301676882,2.35970897059287,2.63992191285126,4.76881312924948,3.0695425777112,3.39164290889617,4.238635162809,3.63384033203125,2.94321502685547,2.85772231937379,2.77942508979132
"16",5.42476477097196,4.07877813012422,3.27848553505673,3.57176005045573,3.4906744541266,3.24968397352431,2.69495961363886,2.27719301676882,2.35970897059287,2.63992191285126,4.76881312924948,3.0695425777112,3.39164290889617,4.238635162809,3.63384033203125,2.94321502685547,2.85772231937379,2.74872165256076
"17",6.35482398692507,4.12352600585247,4.23571582964272,3.81930327833745,3.60472382694842,4.84132302024148,3.76283211543642,3.57973425728934,2.80095493646316,1.65400877453032,6.00479789402174,4.1352085020484,3.92757438890862,5.31625044973273,4.28914733326763,4.05190732063503,4.44053850987161,3.28109767519194
"18",5.42476477097196,3.29349333569072,3.27848553505673,3.57176005045573,3.4906744541266,3.24968397352431,2.69495961363886,2.27719301676882,2.35970897059287,2.63992191285126,4.76881312924948,3.32813478865713,3.02708918873857,5.29432292793036,2.1760014125279,2.67534855433873,2.94361103654473,2.78891337076823
"19",5.42476477097196,3.91180316766168,3.27848553505673,3.57176005045573,3.4906744541266,3.08428904215495,1.87949499422616,2.66848373413086,2.71115194784628,3.10976895419034,3.44866847241019,2.23555245159341,3.03307908581149,6.23080570906538,3.25154402449324,2.56258907833615,3.13194173177083,3.31501177322766
"20",6.35482398692507,4.41867009392907,3.91413896539238,3.28621704101562,2.54031942724212,4.56661063952324,2.85454886300223,3.7357692433827,3.0413818359375,3.12521186916308,4.91179784138997,3.49404882615612,4.34210316727801,6.74201785816866,4.4028483475789,3.91665765893368,3.81104684383311,4.08619704755765
"21",6.35482398692507,4.29100555112419,4.23571582964272,3.81930327833745,4.65370196174173,2.95238786498552,3.35594685872396,2.82471225350936,4.67115647230691,3.84467902255418,6.12939172503592,3.3930228960396,3.82225018669577,7.30136960051781,4.0122142791748,4.26451301574707,3.54421114074397,3.76769399642944
"22",6.35482398692507,5.06771128837394,4.23571582964272,3.81930327833745,3.60472382694842,3.99166434151786,2.77873294911486,2.56704596317176,3.27940823739035,3.00859204460593,5.1587282576651,4.46077650871829,4.33532233778479,5.43324405098883,3.75017707292424,3.81745648807322,3.8792759874132,3.83924119015957
"23",6.35482398692507,4.06182277441791,3.91413896539238,3.28621704101562,2.54031942724212,4.56661063952324,2.85454886300223,3.2411503612547,3.56913109348245,3.56913081301919,5.9403396498227,3.99634646581224,4.18073064630682,7.07803109975961,3.77450755049543,3.26182563595655,3.16777488943764,3.75536003665648
"24",6.35482398692507,3.95208524154154,4.23571582964272,3.81930327833745,3.60472382694842,3.99166434151786,2.77873294911486,2.56704596317176,3.27940823739035,2.95264539531633,5.71972230423328,4.11128495379192,3.03337502594731,5.28211197391633,3.6386120413232,3.87428096302769,3.88325040302579,4.05874763257576
"25",5.42476477097196,3.88434053203948,3.27848553505673,3.57176005045573,3.4906744541266,3.08428904215495,1.87949499422616,2.66848373413086,2.71115194784628,3.10976895419034,3.44866847241019,2.23555245159341,3.03307908581149,6.23080570906538,3.25154402449324,2.56258907833615,3.13194173177083,2.80231280031457
"26",6.35482398692507,4.25288602611098,4.23571582964272,3.81930327833744,3.60472382694842,4.84132302024148,3.76283211543642,3.57973425728934,3.70217792639572,3.45492919921875,4.63034303726689,4.35753377278646,3.30092653086488,7.10280254760075,4.5043747845818,3.44546688304228,3.95700285169813,3.64504859561012
"27",6.35482398692507,3.80123442611653,3.28857913627444,3.29413030011013,4.24918746948242,4.45656331380208,3.86008159930889,2.70625664206112,2.90967229407603,2.9105069029565,4.38882107204861,2.90817084194215,2.76734675917515,7.22413871887533,2.69198211421811,3.1823333492124,3.82793961992915,3.60045112358345
"28",5.42476477097196,3.95289019705962,3.53005893534594,3.99766948861135,3.82227499178141,2.99142217636108,2.50548238046599,2.61106551320929,2.9341796875,2.96071845504838,6.19479044435524,3.41608837397412,3.761639267651,5.24306663549002,3.95203813300075,3.58020093067583,3.48538946854441,3.24223445012019
"29",6.35482398692507,3.84885164576359,3.28857913627444,3.29413030011013,7.42983982705662,3.42809316729972,3.11540112052996,3.0003399026805,3.34486594976381,3.09360950397995,4.48904545349482,3.31440254493996,2.8380591351053,5.54441686330108,2.81850124049831,3.31623799092061,3.14871452487245,3.61141733022837
"30",6.35482398692507,5.23742708856996,4.23571582964272,3.81930327833745,3.60472382694842,3.99166434151786,2.77873294911486,2.56704596317176,3.27940823739035,3.00859204460593,5.1587282576651,4.4607765087183,4.33532233778479,5.43324405098883,5.37846850741441,4.25479106538615,4.46897506713867,4.33503082508349
"31",6.35482398692507,4.0151382048061,4.23571582964272,3.81930327833745,3.60472382694842,3.99166434151786,2.77873294911486,2.56704596317176,3.27940823739035,3.00859204460593,6.07036941115921,3.37392764059913,3.4784157813629,10.7963454787796,0,3.449896373888,3.61905133928571,3.82933299897483
"32",6.35482398692507,3.72508470869489,4.46045120363313,2.59837129100269,3.26287350412142,3.91902054187863,3.70669837364784,3.29703712463379,3.33015040347451,2.51359806890073,3.93602979893221,3.38199187488091,3.26383992787954,5.77663282914595,3.17663810266316,3.11001603774603,3.40825720000685,3.83000977834066
"33",5.42476477097196,4.21341308636971,3.27848553505673,3.57176005045573,3.4906744541266,3.08428904215495,1.87949499422616,2.66848373413086,2.71115194784628,3.10976895419034,3.44866847241019,2.23555245159341,3.03307908581149,6.23080570906538,4.59934791943706,2.85501098632813,3.23086490271226,3.06877853209714
"34",5.42476477097196,3.0505625692584,3.27848553505673,3.57176005045573,3.4906744541266,3.24968397352431,2.69495961363886,2.27719301676882,2.42271193412885,2.93153543675199,3.80970057545092,2.85416190505873,2.34468287417763,4.6933191370081,0,3.09356489337859,3.08219064117237,2.64017486572266
"35",6.35482398692507,4.06950805448371,3.91413896539238,3.28621704101562,2.54031942724212,4.56661063952324,2.85454886300223,3.2411503612547,3.56913137435913,2.91722842945772,7.64393318224253,3.71888024037279,3.56542335366303,7.21027896278783,3.45678405761719,3.4795888264974,3.4309419519761,3.43163726289394
"36",5.42476477097196,3.40591329665688,3.43227594549006,3.61125081380208,2.34418851835234,3.23818549424589,2.46421208213921,2.25163167317708,2.47202315984988,3.15230268998579,3.73242386798469,3.57797615988213,2.80578241493496,4.88955605996622,2.90148869267216,2.72403368537809,3.14039163028493,2.70729073660714
"37",6.35482398692507,4.88134940964351,3.28857913627444,3.29413030011013,4.24918746948242,4.45656331380208,3.6965491492469,3.43999189897017,2.75935508109428,2.6452263893165,4.74532173775338,4.11312164657418,3.53306085759943,5.39003011435945,4.35469711559445,3.65609314987779,3.22465548452852,3.16888534813597
"38",6.35482398692507,4.76826724324339,3.28857913627444,3.29413030011013,4.24918746948242,4.45656331380208,3.69654914924691,3.43999189897017,2.75935508109428,2.6452263893165,4.74532173775338,4.11312164657417,3.53306085759943,5.39003011435945,4.35469711559445,3.65609314987779,3.22465548452852,5.10599318284255
"39",6.35482398692507,3.81688239461358,3.28857913627444,3.29413030011013,4.24918746948242,4.45656331380208,3.86008159930889,2.70625664206112,2.90967229407603,3.42845493861607,4.52628169078307,2.48709964752197,2.54868778301652,6.41913532239819,3.09844406512605,3.79514575605633,3.87588909975032,3.58856766312211
"40",6.35482398692507,3.98719119104184,3.28857913627444,3.29413030011013,4.24918746948242,4.45656331380208,3.6965491492469,3.43999189897017,2.75935508109428,2.6452263893165,4.74532173775338,4.11312164657417,3.53306085759943,5.39003011435945,3.22148634859188,4.57272868813155,3.99475071119226,4.02734341828719
"41",6.35482398692507,4.11400666722485,3.91413896539238,3.28621704101562,2.54031942724212,4.56661063952324,2.85454886300223,3.7357692433827,3.0413818359375,3.12521186916307,4.91179784138997,3.49404882615612,4.34210316727801,6.74201785816866,3.78837861210467,4.7325152661427,3.94619364134023,4.56203625865818
"42",6.35482398692507,5.08481786264166,4.23571582964272,3.81930327833745,3.60472382694842,4.84132302024148,3.76283211543642,3.57973425728934,3.70217792639572,3.45492919921875,4.63034303726688,4.35753377278646,3.889552046613,4.8721461576574,4.10952396203976,3.84540459661201,4.09945885220865,4.4422314453125
"43",6.35482398692507,4.15400717843136,3.91413896539238,4.13410370925377,2.53079251630591,4.99511912512401,3.43820190429688,3.5349369258671,3.40697021484375,3.48843180338542,4.03124298920503,3.72900067259934,3.58506266276042,6.17382357013759,4.97890430492359,4.28449928367531,4.10957313651469,3.92849626212284
"44",6.35482398692507,4.97086066559524,4.23571582964272,3.81930327833745,3.60472382694842,3.99166434151786,2.77873294911486,2.56704596317176,3.27940823739035,3.00859204460593,5.1587282576651,4.4607765087183,4.33532233778479,7.2556645320012,4.30142043706939,3.31941375732422,3.12980488060558,3.49050518644958
"45",6.35482398692507,4.15370952488715,3.91413896539238,4.13410370925377,2.53079251630591,4.99511912512401,3.43820190429688,3.5349369258671,3.40697021484375,3.48843180338542,4.03124298920503,3.72900067259934,3.73291279719426,5.67355019705636,4.42189832899306,4.77537000868056,4.17740664928418,4.27416112867452
